theta,phi,B
0.000000000000000000e+00,2.123646430638910232e+00,6.587573219110868905e+00
0.000000000000000000e+00,2.141197227586339125e+00,6.616361843032544598e+00
0.000000000000000000e+00,2.158748024533768461e+00,6.649798132196403699e+00
0.000000000000000000e+00,2.176298821481197354e+00,6.688062512134526294e+00
0.000000000000000000e+00,2.193849618428626247e+00,6.731296117101885912e+00
0.000000000000000000e+00,2.211400415376055140e+00,6.779596611628988967e+00
0.000000000000000000e+00,2.228951212323484476e+00,6.833014535944078816e+00
0.000000000000000000e+00,2.246502009270913369e+00,6.891550312986819193e+00
0.000000000000000000e+00,2.264052806218342262e+00,6.955152047583420760e+00
0.000000000000000000e+00,2.281603603165771599e+00,7.023714232825032155e+00
0.000000000000000000e+00,2.299154400113200492e+00,7.097077454837759092e+00
0.000000000000000000e+00,2.316705197060629384e+00,7.175029155684519822e+00
0.000000000000000000e+00,2.334255994008058277e+00,7.257305476491714202e+00
0.000000000000000000e+00,2.351806790955487614e+00,7.343594161038969226e+00
0.000000000000000000e+00,2.369357587902916507e+00,7.433538456452541965e+00
0.000000000000000000e+00,2.386908384850345399e+00,7.526741905071800964e+00
0.000000000000000000e+00,2.404459181797774292e+00,7.622773882886563435e+00
0.000000000000000000e+00,2.422009978745203629e+00,7.721175707927967480e+00
0.000000000000000000e+00,2.439560775692632522e+00,7.821467119057355255e+00
0.000000000000000000e+00,2.457111572640061414e+00,7.923152913615402859e+00
0.000000000000000000e+00,2.474662369587490307e+00,8.025729532534471744e+00
0.000000000000000000e+00,2.492213166534919644e+00,8.128691394113522151e+00
0.000000000000000000e+00,2.509763963482348537e+00,8.231536802142494835e+00
0.000000000000000000e+00,2.527314760429777429e+00,8.333773288984096084e+00
0.000000000000000000e+00,2.544865557377206766e+00,8.434922297299669580e+00
0.000000000000000000e+00,2.562416354324635659e+00,8.534523152386283229e+00
0.000000000000000000e+00,2.579967151272064552e+00,8.632136327137745369e+00
0.000000000000000000e+00,2.597517948219493444e+00,8.727346049774119763e+00
0.000000000000000000e+00,2.615068745166922781e+00,8.819762347054686202e+00
0.000000000000000000e+00,2.632619542114351674e+00,8.909022649353071088e+00
0.000000000000000000e+00,2.650170339061780567e+00,8.994793105956414792e+00
0.000000000000000000e+00,2.667721136009209459e+00,9.076769767273258793e+00
0.000000000000000000e+00,2.685271932956638796e+00,9.154679784298132006e+00
0.000000000000000000e+00,2.702822729904067689e+00,9.228282754763586837e+00
0.000000000000000000e+00,2.720373526851496582e+00,9.297372311118037302e+00
0.000000000000000000e+00,2.737924323798925474e+00,9.361778000064280292e+00
0.000000000000000000e+00,2.755475120746354811e+00,9.421367450088787621e+00
0.000000000000000000e+00,2.773025917693783704e+00,9.476048766139198776e+00
0.000000000000000000e+00,2.790576714641212597e+00,9.525773033774841636e+00
0.000000000000000000e+00,2.808127511588641489e+00,9.570536763281252135e+00
0.000000000000000000e+00,2.825678308536070826e+00,9.610384061799200239e+00
0.000000000000000000e+00,2.843229105483499719e+00,9.645408292362917635e+00
0.000000000000000000e+00,2.860779902430928612e+00,9.675752965967708619e+00
0.000000000000000000e+00,2.878330699378357949e+00,9.701611618437977924e+00
0.000000000000000000e+00,2.895881496325786841e+00,9.723226448755577067e+00
0.000000000000000000e+00,2.913432293273215734e+00,9.740885539113929070e+00
0.000000000000000000e+00,2.930983090220644627e+00,9.754918537423030500e+00
0.000000000000000000e+00,2.948533887168073964e+00,9.765690757190908400e+00
0.000000000000000000e+00,2.966084684115502856e+00,9.773595733456533097e+00
0.000000000000000000e+00,2.983635481062931749e+00,9.779046361741626114e+00
0.000000000000000000e+00,3.001186278010360642e+00,9.782464834321304537e+00
