theta,phi,B
3.951688872439991507e-02,8.775398473714505210e-01,2.732549546360811377e+00
3.951688872439991507e-02,8.845601661504222113e-01,2.735049934266425620e+00
3.951688872439991507e-02,8.915804849293937906e-01,2.737714269496861252e+00
3.951688872439991507e-02,8.986008037083653699e-01,2.740348745721834955e+00
3.951688872439991507e-02,9.056211224873369492e-01,2.742731723891744799e+00
3.951688872439991507e-02,9.126414412663085285e-01,2.744633691938410447e+00
3.951688872439991507e-02,9.196617600452802188e-01,2.745841262284769879e+00
3.951688872439991507e-02,9.266820788242517981e-01,2.746182706304187704e+00
3.951688872439991507e-02,9.337023976032233774e-01,2.745551935819777967e+00
3.951688872439991507e-02,9.407227163821949567e-01,2.743927629585522165e+00
3.951688872439991507e-02,9.477430351611666470e-01,2.741384442550804490e+00
3.951688872439991507e-02,9.547633539401382263e-01,2.738093940368901968e+00
3.951688872439991507e-02,9.617836727191098056e-01,2.734314014763673750e+00
3.951688872439991507e-02,9.688039914980813849e-01,2.730366935051748101e+00
3.951688872439991507e-02,9.758243102770529642e-01,2.726607703330651944e+00
3.951688872439991507e-02,9.828446290560246545e-01,2.723385801806128548e+00
3.951688872439991507e-02,9.898649478349962338e-01,2.721004544819837001e+00
3.951688872439991507e-02,9.968852666139678131e-01,2.719682897601664262e+00
3.951688872439991507e-02,1.003905585392939503e+00,2.719524675918409962e+00
3.951688872439991507e-02,1.010925904171910972e+00,2.720499448554319688e+00
3.951688872439991507e-02,1.017946222950882662e+00,2.722438267172997861e+00
3.951688872439991507e-02,1.024966541729854352e+00,2.725045669986088104e+00
3.951688872439991507e-02,1.031986860508825821e+00,2.727927443172693867e+00
3.951688872439991507e-02,1.039007179287797511e+00,2.730631621668428544e+00
3.951688872439991507e-02,1.046027498066768979e+00,2.732698429964851794e+00
3.951688872439991507e-02,1.053047816845740670e+00,2.733713546895099267e+00
3.951688872439991507e-02,1.060068135624712360e+00,2.733358417189865719e+00
3.951688872439991507e-02,1.067088454403683828e+00,2.731451438650880803e+00
3.951688872439991507e-02,1.074108773182655518e+00,2.727974741907770007e+00
3.951688872439991507e-02,1.081129091961626987e+00,2.723082862747050914e+00
3.951688872439991507e-02,1.088149410740598677e+00,2.717091704448450162e+00
3.951688872439991507e-02,1.095169729519570367e+00,2.710448546969505657e+00
3.951688872439991507e-02,1.102190048298541836e+00,2.703686188166721571e+00
3.951688872439991507e-02,1.109210367077513526e+00,2.697366303440041246e+00
3.951688872439991507e-02,1.116230685856485216e+00,2.692018523680449693e+00
3.951688872439991507e-02,1.123251004635456685e+00,2.688082366778476118e+00
3.951688872439991507e-02,1.130271323414428375e+00,2.685858920904321323e+00
3.951688872439991507e-02,1.137291642193399843e+00,2.685478083845980635e+00
3.951688872439991507e-02,1.144311960972371534e+00,2.686885336895672882e+00
3.951688872439991507e-02,1.151332279751343224e+00,2.689849693918437534e+00
3.951688872439991507e-02,1.158352598530314692e+00,2.693991903819695999e+00
3.951688872439991507e-02,1.165372917309286382e+00,2.698829516690996577e+00
3.951688872439991507e-02,1.172393236088257851e+00,2.703833360498779648e+00
3.951688872439991507e-02,1.179413554867229541e+00,2.708488577646564810e+00
3.951688872439991507e-02,1.186433873646201231e+00,2.712352818056238846e+00
3.951688872439991507e-02,1.193454192425172700e+00,2.715104550838517206e+00
3.951688872439991507e-02,1.200474511204144390e+00,2.716575697803073730e+00
3.951688872439991507e-02,1.207494829983115858e+00,2.716764755873436687e+00
3.951688872439991507e-02,1.214515148762087549e+00,2.715829017037932669e+00
3.951688872439991507e-02,1.221535467541059239e+00,2.714057107907296373e+00
3.951688872439991507e-02,1.228555786320030707e+00,2.711825528007606234e+00
3.951688872439991507e-02,1.235576105099002397e+00,2.709544857517395933e+00
3.951688872439991507e-02,1.242596423877974088e+00,2.707602580499199441e+00
3.951688872439991507e-02,1.249616742656945556e+00,2.706309868158301324e+00
3.951688872439991507e-02,1.256637061435917246e+00,2.705859138212923565e+00
7.903377744879983013e-02,0.000000000000000000e+00,2.705846058595195558e+00
7.903377744879983013e-02,7.020318778971604452e-03,2.706293539825550987e+00
7.903377744879983013e-02,1.404063755794320890e-02,2.707531953358016441e+00
7.903377744879983013e-02,2.106095633691481422e-02,2.709292147006673979e+00
7.903377744879983013e-02,2.808127511588641781e-02,2.711204672114799763e+00
7.903377744879983013e-02,3.510159389485802139e-02,2.712849146820049739e+00
7.903377744879983013e-02,4.212191267382962845e-02,2.713811105768084708e+00
7.903377744879983013e-02,4.914223145280122856e-02,2.713739090144049459e+00
7.903377744879983013e-02,5.616255023177283562e-02,2.712394678800265968e+00
7.903377744879983013e-02,6.318286901074443573e-02,2.709689026954988922e+00
7.903377744879983013e-02,7.020318778971604279e-02,2.705701153511837376e+00
7.903377744879983013e-02,7.722350656868764984e-02,2.700675490073952911e+00
7.903377744879983013e-02,8.424382534765925690e-02,2.694998788199856055e+00
